dataset,mode,role,lambda,n_budget_type,n_budget,n_star,n_star_ci_low,n_star_ci_high,reference_type,reference_n,ratio,ratio_ci_low,ratio_ci_high,early_stop_flag,budget_sensitive,budget_extrapolates_beyond_observed
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.635427135678392,observed_max,21.0,7,,,N95,30.0,0.23333333333333334,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6403517587939699,observed_max,21.0,7,,,N95,30.0,0.23333333333333334,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6452763819095477,observed_max,21.0,7,,,N95,30.0,0.23333333333333334,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6502010050251257,observed_max,21.0,7,,,N95,30.0,0.23333333333333334,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6551256281407035,observed_max,21.0,7,,,N95,30.0,0.23333333333333334,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6600502512562815,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6649748743718593,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6698994974874373,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6748241206030151,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.679748743718593,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6846733668341709,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6895979899497487,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6945226130653267,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.6994472361809045,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7043718592964825,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7092964824120603,observed_max,21.0,8,,,N95,30.0,0.26666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7142211055276382,observed_max,21.0,9,,,N95,30.0,0.3,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7191457286432161,observed_max,21.0,9,,,N95,30.0,0.3,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.724070351758794,observed_max,21.0,9,,,N95,30.0,0.3,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7289949748743719,observed_max,21.0,9,,,N95,30.0,0.3,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7339195979899498,observed_max,21.0,9,,,N95,30.0,0.3,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7388442211055277,observed_max,21.0,9,,,N95,30.0,0.3,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7437688442211056,observed_max,21.0,9,,,N95,30.0,0.3,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7486934673366834,observed_max,21.0,9,9.0,10.0,N95,30.0,0.3,0.3,0.3333333333333333,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7536180904522614,observed_max,21.0,10,,,N95,30.0,0.3333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7585427135678392,observed_max,21.0,10,,,N95,30.0,0.3333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7634673366834172,observed_max,21.0,10,,,N95,30.0,0.3333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.768391959798995,observed_max,21.0,10,,,N95,30.0,0.3333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.773316582914573,observed_max,21.0,10,,,N95,30.0,0.3333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7782412060301508,observed_max,21.0,10,,,N95,30.0,0.3333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7831658291457286,observed_max,21.0,10,,,N95,30.0,0.3333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7880904522613066,observed_max,21.0,11,,,N95,30.0,0.36666666666666664,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7930150753768844,observed_max,21.0,11,,,N95,30.0,0.36666666666666664,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7979396984924624,observed_max,21.0,11,,,N95,30.0,0.36666666666666664,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8028643216080402,observed_max,21.0,11,,,N95,30.0,0.36666666666666664,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8077889447236182,observed_max,21.0,11,,,N95,30.0,0.36666666666666664,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.812713567839196,observed_max,21.0,11,,,N95,30.0,0.36666666666666664,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8176381909547739,observed_max,21.0,12,,,N95,30.0,0.4,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8225628140703518,observed_max,21.0,12,,,N95,30.0,0.4,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8274874371859297,observed_max,21.0,12,,,N95,30.0,0.4,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8324120603015076,observed_max,21.0,12,,,N95,30.0,0.4,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8373366834170854,observed_max,21.0,13,,,N95,30.0,0.43333333333333335,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8422613065326634,observed_max,21.0,13,,,N95,30.0,0.43333333333333335,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8471859296482412,observed_max,21.0,13,,,N95,30.0,0.43333333333333335,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8521105527638191,observed_max,21.0,13,,,N95,30.0,0.43333333333333335,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.857035175879397,observed_max,21.0,14,,,N95,30.0,0.4666666666666667,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8619597989949749,observed_max,21.0,14,,,N95,30.0,0.4666666666666667,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8668844221105528,observed_max,21.0,14,,,N95,30.0,0.4666666666666667,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8718090452261307,observed_max,21.0,14,,,N95,30.0,0.4666666666666667,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8767336683417086,observed_max,21.0,15,,,N95,30.0,0.5,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8816582914572865,observed_max,21.0,15,,,N95,30.0,0.5,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8865829145728643,observed_max,21.0,16,,,N95,30.0,0.5333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8915075376884423,observed_max,21.0,16,,,N95,30.0,0.5333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.8964321608040201,observed_max,21.0,16,,,N95,30.0,0.5333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9013567839195981,observed_max,21.0,17,16.0,17.0,N95,30.0,0.5666666666666667,0.5483870967741935,0.5862068965517241,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9062814070351759,observed_max,21.0,17,,,N95,30.0,0.5666666666666667,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9112060301507539,observed_max,21.0,18,,,N95,30.0,0.6,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9161306532663317,observed_max,21.0,18,,,N95,30.0,0.6,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9210552763819095,observed_max,21.0,19,,,N95,30.0,0.6333333333333333,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9259798994974875,observed_max,21.0,20,,,N95,30.0,0.6666666666666666,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9309045226130653,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9358291457286433,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9407537688442211,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9456783919597991,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9506030150753769,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9555276381909548,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9604522613065327,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9653768844221106,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9703015075376885,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9752261306532664,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9801507537688443,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9850753768844221,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.99,observed_max,21.0,21,,,N95,30.0,0.7,,,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.2513065326633166,N95,30.0,4,3.0,4.0,N95,30.0,0.13333333333333333,0.1,0.13333333333333333,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.4975376884422111,N95,30.0,6,6.0,7.0,N95,30.0,0.2,0.2,0.22580645161290322,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.502462311557789,N95,30.0,6,6.0,7.0,N95,30.0,0.2,0.2,0.22580645161290322,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7486934673366834,N95,30.0,11,11.0,12.0,N95,30.0,0.36666666666666664,0.36666666666666664,0.3870967741935484,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9013567839195981,N95,30.0,20,19.0,21.0,N95,30.0,0.6666666666666666,0.6551724137931034,0.6896551724137931,True,False,False
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.2513065326633166,fixed_cap_50,50.0,5,5.0,5.0,N95,30.0,0.16666666666666666,0.16129032258064516,0.1724137931034483,True,False,True
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.4975376884422111,fixed_cap_50,50.0,8,8.0,8.0,N95,30.0,0.26666666666666666,0.25806451612903225,0.27586206896551724,True,False,True
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.502462311557789,fixed_cap_50,50.0,8,8.0,8.0,N95,30.0,0.26666666666666666,0.25806451612903225,0.27586206896551724,True,False,True
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.7486934673366834,fixed_cap_50,50.0,15,15.0,15.0,N95,30.0,0.5,0.4838709677419355,0.5172413793103449,True,False,True
Snapshot_Serengeti,gold_accuracy,supporting_citizen_science_evidence,0.9013567839195981,fixed_cap_50,50.0,26,26.0,26.0,N95,30.0,0.8666666666666667,0.8387096774193549,0.896551724137931,True,False,True
