bootstrap,N,C
31,49,0.9934
31,50,0.9933
32,2,0.9544
32,3,0.9769
32,4,0.983
32,5,0.9864
32,6,0.9869
32,7,0.989
32,8,0.9905
32,9,0.991
32,10,0.9909
32,11,0.9914
32,12,0.9912
32,13,0.9906
32,14,0.9913
32,15,0.991
32,16,0.991
32,17,0.9913
32,18,0.9926
32,19,0.9928
32,20,0.9931
32,21,0.9927
32,22,0.9925
32,23,0.9923
32,24,0.9928
32,25,0.9927
32,26,0.9932
32,27,0.9932
32,28,0.9932
32,29,0.9938
32,30,0.9934
32,31,0.9934
32,32,0.9932
32,33,0.9929
32,34,0.9929
32,35,0.9929
32,36,0.993
32,37,0.9925
32,38,0.9928
32,39,0.9921
32,40,0.9923
32,41,0.9925
32,42,0.993
32,43,0.9926
32,44,0.9928
32,45,0.9931
32,46,0.9931
32,47,0.9932
32,48,0.9933
32,49,0.9936
32,50,0.9935
33,2,0.948
33,3,0.9728
33,4,0.9791
33,5,0.9849
33,6,0.9859
33,7,0.987
33,8,0.9868
33,9,0.988
33,10,0.9878
33,11,0.9892
33,12,0.988
33,13,0.99
33,14,0.9904
33,15,0.9908
33,16,0.9906
33,17,0.9908
33,18,0.9906
33,19,0.9903
33,20,0.9909
33,21,0.9906
33,22,0.9909
33,23,0.9911
33,24,0.9908
33,25,0.9912
33,26,0.9908
33,27,0.9913
33,28,0.9916
33,29,0.9916
33,30,0.9915
33,31,0.992
33,32,0.9928
33,33,0.9918
33,34,0.9924
33,35,0.9925
33,36,0.9923
33,37,0.9917
33,38,0.9917
33,39,0.9916
33,40,0.9914
33,41,0.9917
33,42,0.9919
33,43,0.9919
33,44,0.9917
33,45,0.9916
33,46,0.9913
33,47,0.9919
33,48,0.9918
33,49,0.9919
33,50,0.9922
34,2,0.9594
34,3,0.9807
34,4,0.9842
34,5,0.9859
34,6,0.9886
34,7,0.989
34,8,0.9903
34,9,0.9897
34,10,0.9898
34,11,0.9911
34,12,0.9907
34,13,0.9908
34,14,0.9902
34,15,0.991
34,16,0.9913
34,17,0.9916
34,18,0.9919
34,19,0.9917
34,20,0.9923
34,21,0.9923
34,22,0.9932
34,23,0.9928
34,24,0.9935
34,25,0.9931
34,26,0.9931
34,27,0.9923
34,28,0.9925
34,29,0.9921
34,30,0.9924
34,31,0.9919
34,32,0.9924
34,33,0.9923
34,34,0.9922
34,35,0.9922
34,36,0.9919
34,37,0.9922
34,38,0.9918
34,39,0.9917
34,40,0.9917
34,41,0.9921
34,42,0.9925
34,43,0.9928
34,44,0.9928
34,45,0.9925
34,46,0.9931
34,47,0.9924
34,48,0.9926
34,49,0.9925
34,50,0.9924
35,2,0.9587
35,3,0.9768
35,4,0.9805
35,5,0.985
35,6,0.985
35,7,0.9875
35,8,0.9876
35,9,0.9871
35,10,0.9886
35,11,0.9886
35,12,0.9888
35,13,0.989
35,14,0.9892
35,15,0.9901
35,16,0.9903
35,17,0.9904
35,18,0.9907
35,19,0.9913
35,20,0.9911
35,21,0.9914
35,22,0.9912
35,23,0.9918
35,24,0.9912
35,25,0.9911
35,26,0.991
35,27,0.9911
35,28,0.9913
35,29,0.9912
35,30,0.9914
35,31,0.991
35,32,0.991
35,33,0.991
35,34,0.9908
35,35,0.9915
35,36,0.9914
35,37,0.9914
35,38,0.9912
35,39,0.9913
35,40,0.9911
35,41,0.9917
35,42,0.9913
35,43,0.9916
35,44,0.9914
35,45,0.9914
35,46,0.9913
35,47,0.9912
35,48,0.9913
35,49,0.9914
35,50,0.9911
36,2,0.9555
36,3,0.9767
36,4,0.9804
36,5,0.9827
36,6,0.9858
36,7,0.9873
36,8,0.9873
36,9,0.987
36,10,0.9885
36,11,0.9891
36,12,0.9892
36,13,0.9894
36,14,0.9905
36,15,0.9908
36,16,0.9904
36,17,0.9901
36,18,0.9904
36,19,0.9903
36,20,0.991
36,21,0.9907
36,22,0.991
36,23,0.9909
36,24,0.9908
36,25,0.9905
36,26,0.9913
36,27,0.9915
36,28,0.9917
36,29,0.9921
36,30,0.9922
36,31,0.9922
36,32,0.9911
36,33,0.9913
36,34,0.9908
36,35,0.9904
36,36,0.9905
36,37,0.9909
36,38,0.9909
36,39,0.9903
36,40,0.991
36,41,0.991
36,42,0.9914
36,43,0.9915
36,44,0.9914
36,45,0.9917
36,46,0.9909
36,47,0.9908
36,48,0.9911
36,49,0.9912
36,50,0.9913
37,2,0.9571
37,3,0.9807
37,4,0.9835
37,5,0.9862
37,6,0.9869
37,7,0.9881
37,8,0.989
37,9,0.9891
37,10,0.9894
37,11,0.989
37,12,0.99
37,13,0.9906
37,14,0.9915
37,15,0.9909
37,16,0.9914
37,17,0.9905
37,18,0.9917
37,19,0.9916
37,20,0.9919
37,21,0.991
37,22,0.9918
37,23,0.9916
37,24,0.9921
37,25,0.992
37,26,0.9918
37,27,0.9916
37,28,0.9918
37,29,0.9915
37,30,0.9917
37,31,0.9919
37,32,0.9917
37,33,0.9917
37,34,0.9919
37,35,0.9919
37,36,0.9918
37,37,0.9923
37,38,0.9919
37,39,0.9925
37,40,0.9925
37,41,0.9927
37,42,0.9924
37,43,0.9922
37,44,0.9921
37,45,0.9922
37,46,0.9923
37,47,0.9927
37,48,0.9928
37,49,0.993
37,50,0.9928
38,2,0.9531
38,3,0.9786
38,4,0.9841
38,5,0.9853
38,6,0.9896
38,7,0.9899
38,8,0.9909
38,9,0.9906
38,10,0.9923
38,11,0.9928
38,12,0.9922
38,13,0.9927
38,14,0.9923
38,15,0.9928
38,16,0.9933
38,17,0.9929
38,18,0.9928
38,19,0.9924
38,20,0.992
38,21,0.9928
38,22,0.9934
38,23,0.9926
38,24,0.9923
38,25,0.9928
38,26,0.9922
38,27,0.9927
38,28,0.9929
38,29,0.9931
38,30,0.9932
38,31,0.9929
38,32,0.9932
38,33,0.9931
38,34,0.9925
38,35,0.9921
38,36,0.9921
38,37,0.9923
38,38,0.9924
38,39,0.9927
38,40,0.9924
38,41,0.9928
38,42,0.9919
38,43,0.9926
38,44,0.9926
38,45,0.9926
38,46,0.9929
38,47,0.9929
38,48,0.9929
38,49,0.9923
38,50,0.9924
39,2,0.954
39,3,0.9765
39,4,0.98
39,5,0.9827
39,6,0.9869
39,7,0.9859
39,8,0.9877
39,9,0.9884
39,10,0.9876
39,11,0.9875
39,12,0.9887
39,13,0.9885
39,14,0.988
39,15,0.9888
39,16,0.9886
39,17,0.9891
39,18,0.9887
39,19,0.989
39,20,0.9888
39,21,0.9895
39,22,0.9901
39,23,0.9899
39,24,0.9905
39,25,0.9902
39,26,0.9904
39,27,0.9902
39,28,0.9904
39,29,0.9899
39,30,0.9912
39,31,0.991
39,32,0.9911
39,33,0.9912
39,34,0.9917
39,35,0.9914
39,36,0.9916
39,37,0.9916
39,38,0.9914
39,39,0.9912
39,40,0.9915
39,41,0.9914
39,42,0.9912
39,43,0.9912
39,44,0.9917
39,45,0.9918
39,46,0.9915
39,47,0.9911
39,48,0.9912
39,49,0.9917
39,50,0.9916
40,2,0.9487
40,3,0.9767
40,4,0.982
40,5,0.9851
40,6,0.9862
40,7,0.987
40,8,0.9861
40,9,0.9867
40,10,0.9877
40,11,0.9884
40,12,0.988
40,13,0.9884
40,14,0.9895
40,15,0.9897
40,16,0.9901
40,17,0.9901
40,18,0.9897
40,19,0.9896
40,20,0.9904
40,21,0.9901
40,22,0.9905
40,23,0.9904
40,24,0.9898
40,25,0.9901
40,26,0.9902
40,27,0.9903
40,28,0.9906
40,29,0.9913
40,30,0.9909
40,31,0.9909
40,32,0.9913
40,33,0.9902
40,34,0.9907
40,35,0.9904
40,36,0.9913
40,37,0.9914
40,38,0.9912
40,39,0.9911
40,40,0.9912
40,41,0.9911
40,42,0.991
40,43,0.9914
40,44,0.9914
40,45,0.9915
40,46,0.9913
40,47,0.9913
40,48,0.9912
40,49,0.991
40,50,0.9918
41,2,0.9506
41,3,0.9774
41,4,0.9848
41,5,0.9854
41,6,0.9871
41,7,0.9881
41,8,0.9882
41,9,0.9902
41,10,0.9897
41,11,0.9897
41,12,0.99
41,13,0.9904
41,14,0.9897
41,15,0.991
41,16,0.9906
41,17,0.9906
41,18,0.9915
41,19,0.9908
41,20,0.9914
41,21,0.9915
41,22,0.9921
41,23,0.9917
41,24,0.9923
41,25,0.9922
41,26,0.9923
41,27,0.9923
41,28,0.9923
41,29,0.9924
41,30,0.9925
41,31,0.9927
41,32,0.9925
41,33,0.9924
41,34,0.9928
41,35,0.9925
41,36,0.9927
41,37,0.9926
41,38,0.9925
41,39,0.9932
41,40,0.993
41,41,0.993
41,42,0.9927
41,43,0.9927
41,44,0.9927
41,45,0.9929
41,46,0.993
41,47,0.9934
41,48,0.9931
41,49,0.9932
41,50,0.9934
42,2,0.9554
42,3,0.9795
42,4,0.9848
42,5,0.9874
42,6,0.9904
42,7,0.9901
42,8,0.9903
42,9,0.992
42,10,0.9909
42,11,0.9912
42,12,0.9908
42,13,0.9925
42,14,0.9914
42,15,0.9914
42,16,0.9919
42,17,0.9925
42,18,0.9927
42,19,0.9929
42,20,0.9928
42,21,0.9927
42,22,0.9934
42,23,0.9932
42,24,0.9928
42,25,0.9931
42,26,0.9934
42,27,0.9934
42,28,0.994
42,29,0.9941
42,30,0.994
42,31,0.9939
42,32,0.9942
42,33,0.9943
42,34,0.9939
42,35,0.9936
42,36,0.9937
42,37,0.9939
42,38,0.994
42,39,0.994
42,40,0.994
42,41,0.994
42,42,0.9937
42,43,0.9937
42,44,0.9938
42,45,0.9936
42,46,0.9936
42,47,0.9936
42,48,0.9936
42,49,0.9932
42,50,0.9935
43,2,0.9505
43,3,0.978
43,4,0.9798
43,5,0.9861
43,6,0.9857
43,7,0.9875
43,8,0.9872
43,9,0.9899
43,10,0.99
43,11,0.9902
43,12,0.9909
43,13,0.9911
43,14,0.9919
43,15,0.9917
43,16,0.9917
43,17,0.9911
43,18,0.9903
43,19,0.9915
43,20,0.9904
43,21,0.9914
43,22,0.9912
43,23,0.9905
43,24,0.9915
43,25,0.9915
43,26,0.9918
43,27,0.9917
43,28,0.9922
43,29,0.9924
43,30,0.9926
43,31,0.9929
43,32,0.9926
43,33,0.9923
43,34,0.9924
43,35,0.9929
43,36,0.9926
43,37,0.9928
43,38,0.9926
43,39,0.9924
43,40,0.9923
43,41,0.9929
43,42,0.9926
43,43,0.9922
43,44,0.9925
43,45,0.9927
43,46,0.9929
43,47,0.993
43,48,0.9928
43,49,0.9924
43,50,0.9934
44,2,0.9549
44,3,0.9767
44,4,0.9816
44,5,0.9845
44,6,0.9851
44,7,0.9873
44,8,0.9886
44,9,0.9881
44,10,0.9894
44,11,0.9895
44,12,0.9895
44,13,0.9893
44,14,0.9887
44,15,0.9889
44,16,0.9892
44,17,0.989
44,18,0.9887
44,19,0.9887
44,20,0.9893
44,21,0.9889
44,22,0.9892
44,23,0.9897
44,24,0.9903
44,25,0.9904
44,26,0.9907
44,27,0.9903
44,28,0.9905
44,29,0.9906
44,30,0.9906
44,31,0.9911
44,32,0.9909
44,33,0.991
44,34,0.9914
44,35,0.9908
44,36,0.991
44,37,0.9905
44,38,0.9906
44,39,0.9904
44,40,0.9912
44,41,0.9902
44,42,0.9909
44,43,0.9905
44,44,0.9906
44,45,0.9906
44,46,0.9909
44,47,0.9905
44,48,0.9902
44,49,0.9909
44,50,0.9906
45,2,0.9521
45,3,0.9795
45,4,0.9835
45,5,0.9863
45,6,0.986
45,7,0.9865
45,8,0.9874
45,9,0.9889
45,10,0.9885
45,11,0.9889
45,12,0.9893
45,13,0.9897
45,14,0.9896
45,15,0.9899
45,16,0.9899
45,17,0.9909
45,18,0.9905
45,19,0.9904
45,20,0.9903
45,21,0.9902
45,22,0.991
45,23,0.991
45,24,0.9912
45,25,0.9903
45,26,0.991
45,27,0.9906
45,28,0.9906
45,29,0.9901
45,30,0.9912
45,31,0.9911
45,32,0.9915
45,33,0.9916
45,34,0.9917
45,35,0.9911
45,36,0.9916
45,37,0.9915
45,38,0.9911
45,39,0.9909
45,40,0.9903
45,41,0.9911
45,42,0.991
45,43,0.9911
45,44,0.991
45,45,0.9911
45,46,0.9907
45,47,0.9909
45,48,0.9907
45,49,0.9905
45,50,0.9904
46,2,0.9566
46,3,0.9794
46,4,0.9819
46,5,0.9855
46,6,0.9868
46,7,0.9888
46,8,0.9889
46,9,0.9896
46,10,0.9903
46,11,0.9901
46,12,0.9908
46,13,0.9903
46,14,0.9903
46,15,0.9906
46,16,0.9898
46,17,0.9901
46,18,0.9902
46,19,0.9908
46,20,0.9901
46,21,0.9906
46,22,0.9902
46,23,0.9911
46,24,0.9912
46,25,0.9913
46,26,0.9914
46,27,0.9915
46,28,0.9914
46,29,0.9913
46,30,0.9914
46,31,0.9918
46,32,0.9923
46,33,0.992
46,34,0.992
46,35,0.9917
46,36,0.9913
46,37,0.9921
46,38,0.9917
46,39,0.9919
46,40,0.9922
46,41,0.9917
46,42,0.9922
46,43,0.9923
46,44,0.9925
46,45,0.9925
46,46,0.9926
46,47,0.992
46,48,0.9922
46,49,0.9919
46,50,0.9923
47,2,0.9538
47,3,0.9798
47,4,0.9825
47,5,0.9865
47,6,0.9874
47,7,0.988
47,8,0.9884
47,9,0.9894
47,10,0.9891
47,11,0.9901
47,12,0.99
47,13,0.9897
47,14,0.9894
47,15,0.9899
47,16,0.991
47,17,0.9898
47,18,0.991
47,19,0.9907
47,20,0.9907
47,21,0.9907
47,22,0.9914
47,23,0.9912
47,24,0.9911
47,25,0.9913
47,26,0.9915
47,27,0.9913
47,28,0.9912
47,29,0.9915
47,30,0.9912
47,31,0.9913
47,32,0.9918
47,33,0.9913
47,34,0.9918
47,35,0.9913
47,36,0.9913
47,37,0.9911
47,38,0.9914
47,39,0.9911
47,40,0.9916
47,41,0.9918
47,42,0.9918
47,43,0.9914
47,44,0.9921
47,45,0.9914
47,46,0.9921
47,47,0.9921
47,48,0.9921
47,49,0.992
47,50,0.9923
48,2,0.9556
48,3,0.9778
48,4,0.9833
48,5,0.985
48,6,0.9869
48,7,0.9889
48,8,0.9885
48,9,0.9891
48,10,0.9894
48,11,0.9895
48,12,0.9901
48,13,0.9895
48,14,0.99
48,15,0.9898
48,16,0.99
48,17,0.9898
48,18,0.9899
48,19,0.9908
48,20,0.9908
48,21,0.9908
48,22,0.9914
48,23,0.9917
48,24,0.9916
48,25,0.9917
48,26,0.9921
48,27,0.9914
48,28,0.9919
48,29,0.9918
48,30,0.9921
48,31,0.9924
48,32,0.9927
48,33,0.9924
48,34,0.9927
48,35,0.9931
48,36,0.9923
48,37,0.9927
48,38,0.9922
48,39,0.9927
48,40,0.9926
48,41,0.9924
48,42,0.9921
48,43,0.9919
48,44,0.9923
48,45,0.9921
48,46,0.9921
48,47,0.9927
48,48,0.9924
48,49,0.9918
48,50,0.9923
49,2,0.9523
49,3,0.9754
49,4,0.9779
49,5,0.983
49,6,0.9854
49,7,0.9863
49,8,0.9877
49,9,0.9879
49,10,0.9881
49,11,0.9883
49,12,0.9886
49,13,0.9893
49,14,0.9897
49,15,0.9895
49,16,0.9898
49,17,0.9899
49,18,0.99
49,19,0.9901
49,20,0.9909
49,21,0.9913
49,22,0.9911
49,23,0.9913
49,24,0.9912
49,25,0.991
49,26,0.9911
49,27,0.9917
49,28,0.9918
49,29,0.9918
49,30,0.9922
49,31,0.9922
49,32,0.9921
49,33,0.9929
49,34,0.9926
49,35,0.9925
49,36,0.9923
49,37,0.9931
49,38,0.9929
49,39,0.9925
49,40,0.9921
49,41,0.9922
49,42,0.9923
49,43,0.9927
49,44,0.9926
49,45,0.9926
49,46,0.9926
49,47,0.9927
49,48,0.9928
49,49,0.9925
49,50,0.9927
50,2,0.9501
50,3,0.9758
50,4,0.9814
50,5,0.9837
50,6,0.9857
50,7,0.9877
50,8,0.9873
50,9,0.9881
50,10,0.9879
50,11,0.989
50,12,0.9885
50,13,0.9889
50,14,0.9894
50,15,0.9889
50,16,0.9894
50,17,0.9891
50,18,0.9902
50,19,0.9896
50,20,0.9898
50,21,0.9898
50,22,0.9896
50,23,0.9897
50,24,0.9904
50,25,0.9891
50,26,0.9898
50,27,0.9896
50,28,0.99
50,29,0.9902
50,30,0.9901
50,31,0.9902
50,32,0.9901
50,33,0.99
50,34,0.9905
50,35,0.9908
50,36,0.9904
50,37,0.9902
50,38,0.9903
50,39,0.9903
50,40,0.9903
50,41,0.9901
50,42,0.9908
50,43,0.9906
50,44,0.9906
50,45,0.9909
50,46,0.9909
50,47,0.9912
50,48,0.9916
50,49,0.9914
50,50,0.9914
51,2,0.9507
51,3,0.977
51,4,0.9807
51,5,0.9829
51,6,0.9822
51,7,0.986
51,8,0.9848
51,9,0.9855
51,10,0.9852
51,11,0.9871
51,12,0.9879
51,13,0.9895
51,14,0.9897
51,15,0.9892
51,16,0.9896
51,17,0.9894
51,18,0.9905
51,19,0.9898
51,20,0.99
51,21,0.9901
51,22,0.9907
51,23,0.9909
51,24,0.9902
51,25,0.9905
51,26,0.9902
51,27,0.99
51,28,0.9899
51,29,0.9902
51,30,0.9915
51,31,0.9911
51,32,0.9919
51,33,0.9914
51,34,0.9915
51,35,0.9916
51,36,0.9911
51,37,0.9908
51,38,0.9919
51,39,0.9906
51,40,0.9908
51,41,0.9905
51,42,0.9904
51,43,0.9906
51,44,0.9904
51,45,0.9908
51,46,0.9909
51,47,0.9906
51,48,0.9913
51,49,0.9909
51,50,0.9909
52,2,0.9564
52,3,0.9783
52,4,0.9796
52,5,0.9855
52,6,0.9885
52,7,0.987
52,8,0.9896
52,9,0.9892
52,10,0.9902
52,11,0.9903
52,12,0.9899
52,13,0.9899
52,14,0.9912
52,15,0.9899
52,16,0.9908
52,17,0.9914
52,18,0.9908
52,19,0.9902
52,20,0.9904
52,21,0.9904
52,22,0.99
52,23,0.9898
52,24,0.99
52,25,0.9902
52,26,0.9901
52,27,0.9902
52,28,0.9903
52,29,0.991
52,30,0.9911
52,31,0.9914
52,32,0.9908
52,33,0.9913
52,34,0.9913
52,35,0.9915
52,36,0.9919
52,37,0.9915
52,38,0.9913
52,39,0.9916
52,40,0.9923
52,41,0.9917
52,42,0.9923
52,43,0.992
52,44,0.9924
52,45,0.9926
52,46,0.9927
52,47,0.9928
52,48,0.9926
52,49,0.9924
52,50,0.9925
53,2,0.9575
53,3,0.9793
53,4,0.9828
53,5,0.9846
53,6,0.9873
53,7,0.9879
53,8,0.9888
53,9,0.9889
53,10,0.9913
53,11,0.9905
53,12,0.9918
53,13,0.9916
53,14,0.9911
53,15,0.9914
53,16,0.9919
53,17,0.992
53,18,0.9929
53,19,0.9926
53,20,0.9925
53,21,0.9931
53,22,0.9931
53,23,0.993
53,24,0.9928
53,25,0.9932
53,26,0.9935
53,27,0.9934
53,28,0.9935
53,29,0.9933
53,30,0.9932
53,31,0.993
53,32,0.9933
53,33,0.9924
53,34,0.9934
53,35,0.9935
53,36,0.9934
53,37,0.9927
53,38,0.9927
53,39,0.9925
53,40,0.9926
53,41,0.9927
53,42,0.9928
53,43,0.9928
53,44,0.9932
53,45,0.9928
53,46,0.9931
53,47,0.9928
53,48,0.9931
53,49,0.993
53,50,0.9929
54,2,0.9548
54,3,0.9793
54,4,0.9826
54,5,0.9845
54,6,0.9857
54,7,0.9864
54,8,0.9873
54,9,0.9881
54,10,0.9885
54,11,0.9889
54,12,0.9892
54,13,0.9902
54,14,0.9901
54,15,0.9893
54,16,0.9904
54,17,0.9903
54,18,0.9909
54,19,0.9904
54,20,0.991
54,21,0.9901
54,22,0.9903
54,23,0.9901
54,24,0.9901
54,25,0.9913
54,26,0.9913
54,27,0.9905
54,28,0.9906
54,29,0.9907
54,30,0.9909
54,31,0.9907
54,32,0.9912
54,33,0.9914
54,34,0.9917
54,35,0.9913
54,36,0.9912
54,37,0.9908
54,38,0.9912
54,39,0.9912
54,40,0.9913
54,41,0.9912
54,42,0.9918
54,43,0.9917
54,44,0.9917
54,45,0.9914
54,46,0.9916
54,47,0.992
54,48,0.9916
54,49,0.9913
54,50,0.9915
55,2,0.9532
55,3,0.9779
55,4,0.9811
55,5,0.9838
55,6,0.9847
55,7,0.9871
55,8,0.9877
55,9,0.9885
55,10,0.9891
55,11,0.9889
55,12,0.9892
55,13,0.9896
55,14,0.9903
55,15,0.9903
55,16,0.9902
55,17,0.9893
55,18,0.9904
55,19,0.99
55,20,0.9899
55,21,0.9907
55,22,0.9899
55,23,0.9896
55,24,0.9895
55,25,0.9897
55,26,0.9902
55,27,0.99
55,28,0.9902
55,29,0.9899
55,30,0.99
55,31,0.9901
55,32,0.9906
55,33,0.9909
55,34,0.9904
55,35,0.9906
55,36,0.9911
55,37,0.9913
55,38,0.9916
55,39,0.9912
55,40,0.9911
55,41,0.9911
55,42,0.9917
55,43,0.9913
55,44,0.9918
55,45,0.9913
55,46,0.992
55,47,0.9913
55,48,0.9921
55,49,0.992
55,50,0.9919
56,2,0.952
56,3,0.9771
56,4,0.9804
56,5,0.9814
56,6,0.9851
56,7,0.9864
56,8,0.9864
56,9,0.9876
56,10,0.9886
56,11,0.9885
56,12,0.9893
56,13,0.989
56,14,0.9889
56,15,0.989
56,16,0.99
56,17,0.9899
56,18,0.9904
56,19,0.9909
56,20,0.9907
56,21,0.9916
56,22,0.9915
56,23,0.991
56,24,0.991
56,25,0.9917
56,26,0.991
56,27,0.991
56,28,0.9905
56,29,0.9908
56,30,0.9911
56,31,0.9909
56,32,0.991
56,33,0.9917
56,34,0.9913
56,35,0.9909
56,36,0.9911
56,37,0.9914
56,38,0.9912
56,39,0.9912
56,40,0.9916
56,41,0.9912
56,42,0.9915
56,43,0.992
56,44,0.9915
56,45,0.9915
56,46,0.9915
56,47,0.9916
56,48,0.9915
56,49,0.9915
56,50,0.9914
57,2,0.9563
57,3,0.9782
57,4,0.9817
57,5,0.9857
57,6,0.9861
57,7,0.9887
57,8,0.9881
57,9,0.9896
57,10,0.9886
57,11,0.9897
57,12,0.9897
57,13,0.9903
57,14,0.9903
57,15,0.9906
57,16,0.9902
57,17,0.9912
57,18,0.9916
57,19,0.9916
57,20,0.9919
57,21,0.9918
57,22,0.9919
57,23,0.9922
57,24,0.9927
57,25,0.9927
57,26,0.9925
57,27,0.9931
57,28,0.9927
57,29,0.9934
57,30,0.9931
57,31,0.9931
57,32,0.9931
57,33,0.9931
57,34,0.9925
57,35,0.993
57,36,0.9929
57,37,0.9927
57,38,0.9931
57,39,0.9928
57,40,0.9929
57,41,0.9929
57,42,0.9929
57,43,0.9929
57,44,0.9929
57,45,0.9929
57,46,0.9925
57,47,0.9928
57,48,0.9927
57,49,0.9928
57,50,0.9925
58,2,0.9529
58,3,0.976
58,4,0.9806
58,5,0.9833
58,6,0.9849
58,7,0.9868
58,8,0.9879
58,9,0.9886
58,10,0.9885
58,11,0.9893
58,12,0.9891
58,13,0.9898
58,14,0.9897
58,15,0.9899
58,16,0.9901
58,17,0.9891
58,18,0.9894
58,19,0.9899
58,20,0.9896
58,21,0.9895
58,22,0.9901
58,23,0.9903
58,24,0.9903
58,25,0.9899
58,26,0.9905
58,27,0.9904
58,28,0.9906
58,29,0.991
58,30,0.991
58,31,0.991
58,32,0.9919
58,33,0.9912
58,34,0.9912
58,35,0.9913
58,36,0.9912
58,37,0.9918
58,38,0.992
58,39,0.9916
58,40,0.9918
58,41,0.9912
58,42,0.992
58,43,0.9909
58,44,0.9915
58,45,0.991
58,46,0.9912
58,47,0.9906
58,48,0.9916
58,49,0.9915
58,50,0.9918
59,2,0.9557
59,3,0.9775
59,4,0.9824
59,5,0.9834
59,6,0.9862
59,7,0.9887
59,8,0.9884
59,9,0.9909
59,10,0.9909
59,11,0.9902
59,12,0.9917
59,13,0.9929
59,14,0.9925
59,15,0.9921
59,16,0.9924
59,17,0.9921
59,18,0.9916
59,19,0.9924
59,20,0.9924
59,21,0.9921
59,22,0.9926
59,23,0.9927
59,24,0.9924
59,25,0.9931
59,26,0.9928
59,27,0.9936
59,28,0.9933
59,29,0.9927
59,30,0.993
59,31,0.9925
59,32,0.9929
59,33,0.9922
59,34,0.9927
59,35,0.9931
59,36,0.9933
59,37,0.9933
59,38,0.9932
59,39,0.9935
59,40,0.9934
59,41,0.9937
59,42,0.9936
59,43,0.9934
59,44,0.9933
59,45,0.9937
59,46,0.9938
59,47,0.9939
59,48,0.9942
59,49,0.994
59,50,0.9938
60,2,0.9573
60,3,0.9786
60,4,0.9822
60,5,0.9841
60,6,0.9867
60,7,0.9865
60,8,0.9883
60,9,0.989
60,10,0.9902
60,11,0.9904
60,12,0.9907
60,13,0.9903
60,14,0.9902
60,15,0.9907
60,16,0.9903
60,17,0.99
60,18,0.99
60,19,0.9902
60,20,0.991
60,21,0.9918
60,22,0.9913
60,23,0.9921
60,24,0.9915
60,25,0.9914
60,26,0.9917
60,27,0.992
60,28,0.9923
60,29,0.9923
60,30,0.9923
60,31,0.9914
60,32,0.9919
60,33,0.9916
60,34,0.9922
60,35,0.992
60,36,0.9919
60,37,0.9915
60,38,0.992
60,39,0.992
60,40,0.9919
60,41,0.9926
60,42,0.9921
60,43,0.9923
60,44,0.9924
60,45,0.9922
60,46,0.9919
60,47,0.9915
60,48,0.9915
60,49,0.9915
60,50,0.9915
61,2,0.9565
61,3,0.9784
61,4,0.9834
61,5,0.9849
61,6,0.9858
61,7,0.9883
61,8,0.9875
61,9,0.9885
61,10,0.9889
61,11,0.9899
61,12,0.9905
61,13,0.9905
61,14,0.9896
61,15,0.9905
61,16,0.9904
61,17,0.9906
61,18,0.9912
61,19,0.9911
61,20,0.9915
61,21,0.9909
61,22,0.9911
61,23,0.9911
61,24,0.9919
61,25,0.9916
61,26,0.9924
61,27,0.9919
61,28,0.9927
61,29,0.9925
61,30,0.9933
61,31,0.9928
61,32,0.9925
61,33,0.9918
61,34,0.9921
61,35,0.9919
61,36,0.992
61,37,0.9924
61,38,0.9924
61,39,0.9924
61,40,0.992
61,41,0.9929
61,42,0.9925
61,43,0.9928
61,44,0.9932
61,45,0.9926
61,46,0.9925
61,47,0.9925
61,48,0.9923
61,49,0.9931
61,50,0.9932
62,2,0.9543
62,3,0.9772
62,4,0.9796
62,5,0.9812
62,6,0.984
62,7,0.9873
62,8,0.9883
62,9,0.9892
62,10,0.9898
62,11,0.9902
62,12,0.9911
62,13,0.9913
62,14,0.9917
62,15,0.9918
62,16,0.9918
62,17,0.9915
62,18,0.9917
62,19,0.9919
62,20,0.9922
62,21,0.9926
62,22,0.9925
62,23,0.9925
62,24,0.9925
62,25,0.9935
62,26,0.9935
62,27,0.9941
62,28,0.9933
62,29,0.9937
62,30,0.9935
62,31,0.9937
62,32,0.9935
62,33,0.9937
62,34,0.9935
62,35,0.9935
62,36,0.9932
62,37,0.9927
62,38,0.9924
62,39,0.9927
62,40,0.9927
62,41,0.993
62,42,0.9925
62,43,0.9924
62,44,0.9925
62,45,0.993
62,46,0.993
62,47,0.9932
62,48,0.993
62,49,0.9926
62,50,0.9931
63,2,0.9531
63,3,0.9784
63,4,0.9815
63,5,0.9868
63,6,0.9871
63,7,0.9881
63,8,0.9912
63,9,0.99
63,10,0.9902
63,11,0.9899
63,12,0.9915
63,13,0.9915
63,14,0.9921
63,15,0.9913
63,16,0.9919
63,17,0.9917
63,18,0.992
63,19,0.9914
63,20,0.9921
63,21,0.992
63,22,0.9923
63,23,0.9918
63,24,0.9917
63,25,0.9918
63,26,0.9918
63,27,0.9919
63,28,0.9921
63,29,0.9929
63,30,0.9923
63,31,0.9921
63,32,0.9921
63,33,0.9919
63,34,0.9915
63,35,0.9916
63,36,0.9917
63,37,0.992
63,38,0.9921
63,39,0.9923
63,40,0.9924
63,41,0.9921
63,42,0.9923
63,43,0.9925
63,44,0.9928
63,45,0.9927
63,46,0.9923
63,47,0.9924
63,48,0.9925
63,49,0.9927
63,50,0.9923
