lambda,N_star,U_star
0.2660804020100503,5,0.14363468801000184
0.2710050251256282,5,0.14814388525740133
0.275929648241206,5,0.15265308250480075
0.2808542713567839,5,0.1571622797522002
0.2857788944723618,5,0.1616714769995997
0.2907035175879397,5,0.16618067424699917
0.2956281407035176,5,0.17068987149439863
0.3005527638190955,5,0.1751990687417981
0.3054773869346734,5,0.1797082659891976
0.31040201005025125,5,0.184217463236597
0.31532663316582915,5,0.1887266604839965
0.32025125628140705,5,0.19323585773139595
0.32517587939698495,5,0.19774505497879544
0.33010050251256284,5,0.20225425222619492
0.33502512562814074,5,0.20676344947359437
0.33994974874371864,5,0.21127264672099386
0.3448743718592965,5,0.21578184396839328
0.3497989949748744,6,0.22049878794988123
0.3547236180904523,6,0.22529247868671332
0.3596482412060302,6,0.23008616942354543
0.36457286432160807,6,0.23487986016037757
0.36949748743718597,6,0.23967355089720968
0.37442211055276386,6,0.24446724163404182
0.3793467336683417,6,0.24926093237087388
0.3842713567839196,6,0.254054623107706
0.3891959798994975,6,0.2588483138445381
0.3941206030150754,6,0.26364200458137027
0.3990452261306533,6,0.2684356953182024
0.4039698492462312,6,0.2732293860550345
0.4088944723618091,6,0.27802307679186666
0.41381909547738693,6,0.28281676752869866
0.41874371859296483,6,0.28761045826553083
0.42366834170854273,6,0.29240414900236295
0.4285929648241206,6,0.2971978397391951
0.4335175879396985,7,0.3020493879392278
0.4384422110552764,7,0.3070709296128159
0.4433668341708543,7,0.312092471286404
0.44829145728643216,7,0.317114012959992
0.45321608040201006,7,0.32213555463358007
0.45814070351758795,7,0.32715709630716816
0.46306532663316585,7,0.33217863798075625
0.46798994974874375,7,0.33720017965434435
0.47291457286432165,7,0.34222172132793244
0.47783919597989954,7,0.34724326300152053
0.4827638190954774,7,0.35226480467510857
0.4876884422110553,7,0.3572863463486966
0.4926130653266332,7,0.36230788802228475
0.4975376884422111,7,0.3673294296958728
0.502462311557789,7,0.3723509713694609
0.5073869346733668,7,0.37737251304304886
0.5123115577889448,8,0.38245230027625177
0.5172361809045226,8,0.38766665294197733
0.5221608040201006,8,0.39288100560770306
0.5270854271356784,8,0.3980953582734286
0.5320100502512564,8,0.40330971093915435
0.5369346733668342,8,0.4085240636048799
0.541859296482412,8,0.4137384162706055
0.54678391959799,8,0.4189527689363311
0.5517085427135678,8,0.42416712160205666
0.5566331658291458,8,0.42938147426778234
0.5615577889447236,8,0.4345958269335079
0.5664824120603016,8,0.43981017959923363
0.5714070351758794,9,0.44509882621106023
0.5763316582914573,9,0.45048618747820324
0.5812562814070352,9,0.45587354874534647
0.5861809045226131,9,0.46126091001248937
0.591105527638191,9,0.46664827127963254
