dataset,mode,role,lambda,n_budget_type,n_budget,eta,n_max,n_star,n_star_unconstrained,capacity_binds,n_star_ci_low,n_star_ci_high,reference_type,reference_n,ratio,ratio_ci_low,ratio_ci_high,early_stop_flag,budget_sensitive,budget_extrapolates_beyond_observed
ChaosNLI,reference_distribution,primary_saturating_validation,0.46798994974874375,observed_max,50.0,0.022735960485343067,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.47291457286432165,observed_max,50.0,0.022290936138561257,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.47783919597989954,observed_max,50.0,0.02185508465664107,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4827638190954774,observed_max,50.0,0.021428125325283646,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4876884422110553,observed_max,50.0,0.02100978876867594,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4926130653266332,observed_max,50.0,0.020599816382739975,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4975376884422111,observed_max,50.0,0.020197959802040196,50,8,8,False,8.0,8.0,N95,27.0,0.2962962962962963,0.27586206896551724,0.3076923076923077,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5,observed_max,50.0,0.02,50,8,8,False,8.0,8.0,N95,27.0,0.2962962962962963,0.27586206896551724,0.3076923076923077,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.502462311557789,observed_max,50.0,0.0198039803980398,50,8,8,False,8.0,8.0,N95,27.0,0.2962962962962963,0.27586206896551724,0.3076923076923077,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5073869346733668,observed_max,50.0,0.01941764880657621,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5123115577889448,observed_max,50.0,0.019038744482589503,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5172361809045226,observed_max,50.0,0.018667055280287573,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5221608040201006,observed_max,50.0,0.018302377057068612,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5270854271356784,observed_max,50.0,0.01794451329964725,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5320100502512564,observed_max,50.0,0.017593274770945494,50,8,8,False,,,N95,27.0,0.2962962962962963,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5369346733668342,observed_max,50.0,0.017248479176415536,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.541859296482412,observed_max,50.0,0.016909950848557915,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.54678391959799,observed_max,50.0,0.016577520448488186,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5517085427135678,observed_max,50.0,0.016251024683486655,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5566331658291458,observed_max,50.0,0.015930306039541386,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5615577889447236,observed_max,50.0,0.015615212527964205,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5664824120603016,observed_max,50.0,0.015305597445223095,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5714070351758794,observed_max,50.0,0.015001319145193912,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5763316582914573,observed_max,50.0,0.014702240823088327,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5812562814070352,observed_max,50.0,0.014408230310365693,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5861809045226131,observed_max,50.0,0.014119159879982855,50,9,9,False,,,N95,27.0,0.3333333333333333,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.591105527638191,observed_max,50.0,0.013834906061378896,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5960301507537689,observed_max,50.0,0.013555349464631985,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6009547738693468,observed_max,50.0,0.013280374613261973,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6058793969849247,observed_max,50.0,0.013009869785187027,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6108040201005025,observed_max,50.0,0.01274372686137392,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6157286432160805,observed_max,50.0,0.012481841181751406,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6206532663316583,observed_max,50.0,0.012224111407983159,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6255778894472362,observed_max,50.0,0.011970439392722304,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6305025125628141,observed_max,50.0,0.011720730054993226,50,10,10,False,,,N95,27.0,0.37037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.635427135678392,observed_max,50.0,0.011474891261368126,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6403517587939699,observed_max,50.0,0.011232833712626539,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6452763819095477,observed_max,50.0,0.010994470835604704,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6502010050251257,observed_max,50.0,0.01075971867995981,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6551256281407035,observed_max,50.0,0.010528495819590396,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6600502512562815,observed_max,50.0,0.010300723258469733,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6649748743718593,observed_max,50.0,0.010076324340663493,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6698994974874373,observed_max,50.0,0.009855224664316252,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6748241206030151,observed_max,50.0,0.009637351999404272,50,11,11,False,,,N95,27.0,0.4074074074074074,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.679748743718593,observed_max,50.0,0.009422636209063355,50,12,12,False,,,N95,27.0,0.4444444444444444,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6846733668341709,observed_max,50.0,0.009211009174311925,50,12,12,False,,,N95,27.0,0.4444444444444444,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6895979899497487,observed_max,50.0,0.009002404721999563,50,12,12,False,,,N95,27.0,0.4444444444444444,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6945226130653267,observed_max,50.0,0.00879675855582085,50,12,12,False,,,N95,27.0,0.4444444444444444,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.6994472361809045,observed_max,50.0,0.008594008190243552,50,12,12,False,,,N95,27.0,0.4444444444444444,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7043718592964825,observed_max,50.0,0.008394092887208385,50,12,12,False,,,N95,27.0,0.4444444444444444,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7092964824120603,observed_max,50.0,0.008196953595465815,50,12,12,False,,,N95,27.0,0.4444444444444444,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7142211055276382,observed_max,50.0,0.00800253289242243,50,13,13,False,,,N95,27.0,0.48148148148148145,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7191457286432161,observed_max,50.0,0.007810774928376771,50,13,13,False,,,N95,27.0,0.48148148148148145,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.724070351758794,observed_max,50.0,0.007621625373030744,50,13,13,False,,,N95,27.0,0.48148148148148145,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7289949748743719,observed_max,50.0,0.0074350313641690195,50,13,13,False,,,N95,27.0,0.48148148148148145,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7339195979899498,observed_max,50.0,0.007250941458404656,50,13,13,False,,,N95,27.0,0.48148148148148145,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7388442211055277,observed_max,50.0,0.007069305583894439,50,13,13,False,,,N95,27.0,0.48148148148148145,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7437688442211056,observed_max,50.0,0.0068900749949327746,50,14,14,False,,,N95,27.0,0.5185185185185185,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7486934673366834,observed_max,50.0,0.006713202228337473,50,14,14,False,14.0,14.0,N95,27.0,0.5185185185185185,0.4827586206896552,0.5384615384615384,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.75,observed_max,50.0,0.006666666666666667,50,14,14,False,14.0,14.0,N95,27.0,0.5185185185185185,0.4827586206896552,0.5384615384615384,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7536180904522614,observed_max,50.0,0.0065386410615456405,50,14,14,False,,,N95,27.0,0.5185185185185185,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7585427135678392,observed_max,50.0,0.006366346472341834,50,14,14,False,,,N95,27.0,0.5185185185185185,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7634673366834172,observed_max,50.0,0.006196274600144802,50,14,14,False,,,N95,27.0,0.5185185185185185,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.768391959798995,observed_max,50.0,0.0060283827087829435,50,15,15,False,,,N95,27.0,0.5555555555555556,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.773316582914573,observed_max,50.0,0.005862629150692049,50,15,15,False,,,N95,27.0,0.5555555555555556,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7782412060301508,observed_max,50.0,0.0056989733324723955,50,15,15,False,,,N95,27.0,0.5555555555555556,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7831658291457286,observed_max,50.0,0.0055373756817452685,50,15,15,False,,,N95,27.0,0.5555555555555556,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7880904522613066,observed_max,50.0,0.005377797615252182,50,16,16,False,,,N95,27.0,0.5925925925925926,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7930150753768844,observed_max,50.0,0.005220201508142703,50,16,16,False,,,N95,27.0,0.5925925925925926,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.7979396984924624,observed_max,50.0,0.005064550664399519,50,16,16,False,,,N95,27.0,0.5925925925925926,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8028643216080402,observed_max,50.0,0.004910809288352005,50,16,16,False,,,N95,27.0,0.5925925925925926,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8077889447236182,observed_max,50.0,0.004758942457231724,50,16,16,False,,,N95,27.0,0.5925925925925926,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.812713567839196,observed_max,50.0,0.004608916094725777,50,17,17,False,,,N95,27.0,0.6296296296296297,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8176381909547739,observed_max,50.0,0.004460696945485834,50,17,17,False,,,N95,27.0,0.6296296296296297,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8225628140703518,observed_max,50.0,0.0043142525505528734,50,17,17,False,,,N95,27.0,0.6296296296296297,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8274874371859297,observed_max,50.0,0.0041695512236594404,50,18,18,False,,,N95,27.0,0.6666666666666666,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8324120603015076,observed_max,50.0,0.004026562028373074,50,18,18,False,,,N95,27.0,0.6666666666666666,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8373366834170854,observed_max,50.0,0.003885254756046329,50,18,18,False,,,N95,27.0,0.6666666666666666,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8422613065326634,observed_max,50.0,0.0037455999045402995,50,19,19,False,,,N95,27.0,0.7037037037037037,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8471859296482412,observed_max,50.0,0.003607568657690253,50,19,19,False,,,N95,27.0,0.7037037037037037,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8521105527638191,observed_max,50.0,0.0034711328654832814,50,19,19,False,,,N95,27.0,0.7037037037037037,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.857035175879397,observed_max,50.0,0.003336265024919377,50,20,20,False,,,N95,27.0,0.7407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8619597989949749,observed_max,50.0,0.0032029382615285954,50,20,20,False,,,N95,27.0,0.7407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8668844221105528,observed_max,50.0,0.0030711263115181706,50,21,21,False,,,N95,27.0,0.7777777777777778,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8718090452261307,observed_max,50.0,0.0029408035045247563,50,21,21,False,,,N95,27.0,0.7777777777777778,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8767336683417086,observed_max,50.0,0.002811944746947897,50,22,22,False,,,N95,27.0,0.8148148148148148,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8816582914572865,observed_max,50.0,0.002684525505842119,50,22,22,False,,,N95,27.0,0.8148148148148148,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8865829145728643,observed_max,50.0,0.0025585217933458033,50,23,23,False,,,N95,27.0,0.8518518518518519,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8915075376884423,observed_max,50.0,0.0024339101516261752,50,23,23,False,,,N95,27.0,0.8518518518518519,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.8964321608040201,observed_max,50.0,0.0023106676383205333,50,24,24,False,,,N95,27.0,0.8888888888888888,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9,observed_max,50.0,0.002222222222222222,50,24,24,False,24.0,25.0,N95,27.0,0.8888888888888888,0.8571428571428571,0.9230769230769231,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9013567839195981,observed_max,50.0,0.002188771812454701,50,24,24,False,24.0,25.0,N95,27.0,0.8888888888888888,0.8571428571428571,0.9230769230769231,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9062814070351759,observed_max,50.0,0.002068200720820626,50,25,25,False,,,N95,27.0,0.9259259259259259,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9112060301507539,observed_max,50.0,0.0019489328847956742,50,26,26,False,,,N95,27.0,0.9629629629629629,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9161306532663317,observed_max,50.0,0.001830947287587076,50,27,27,False,,,N95,27.0,1.0,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9210552763819095,observed_max,50.0,0.001714223361885537,50,28,28,False,,,N95,27.0,1.037037037037037,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9259798994974875,observed_max,50.0,0.001598740977912844,50,29,29,False,,,N95,27.0,1.0740740740740742,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9309045226130653,observed_max,50.0,0.0014844804318488527,50,30,30,False,,,N95,27.0,1.1111111111111112,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9358291457286433,observed_max,50.0,0.0013714224346238508,50,31,31,False,,,N95,27.0,1.1481481481481481,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9407537688442211,observed_max,50.0,0.0012595481010629769,50,32,32,False,,,N95,27.0,1.1851851851851851,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9456783919597991,observed_max,50.0,0.001148838939369784,50,34,34,False,,,N95,27.0,1.2592592592592593,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9506030150753769,observed_max,50.0,0.0010392768409367228,50,36,36,False,,,N95,27.0,1.3333333333333333,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9555276381909548,observed_max,50.0,0.0009308440704706813,50,38,38,False,,,N95,27.0,1.4074074074074074,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9604522613065327,observed_max,50.0,0.0008235232564223292,50,40,40,False,,,N95,27.0,1.4814814814814814,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9653768844221106,observed_max,50.0,0.0007172973817083961,50,43,43,False,,,N95,27.0,1.5925925925925926,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9703015075376885,observed_max,50.0,0.000612149774716452,50,47,47,False,,,N95,27.0,1.7407407407407407,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9752261306532664,observed_max,50.0,0.0005080641005822637,50,50,51,True,,,N95,27.0,1.8518518518518519,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9801507537688443,observed_max,50.0,0.00040502435273006746,50,50,57,True,,,N95,27.0,1.8518518518518519,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9850753768844221,observed_max,50.0,0.0003030148446666319,50,50,66,True,,,N95,27.0,1.8518518518518519,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.99,observed_max,50.0,0.0002020202020202022,50,50,81,True,,,N95,27.0,1.8518518518518519,,,False,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.25,N95,27.0,0.1111111111111111,27,3,3,False,3.0,3.0,N95,27.0,0.1111111111111111,0.10344827586206896,0.11538461538461539,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5,N95,27.0,0.037037037037037035,27,6,6,False,6.0,6.0,N95,27.0,0.2222222222222222,0.20689655172413793,0.23076923076923078,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.75,N95,27.0,0.012345679012345678,27,10,10,False,10.0,11.0,N95,27.0,0.37037037037037035,0.35714285714285715,0.38461538461538464,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9,N95,27.0,0.004115226337448558,27,18,18,False,17.0,19.0,N95,27.0,0.6666666666666666,0.6428571428571429,0.6666666666666666,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.25,fixed_cap_50,50.0,0.06,50,4,4,False,4.0,4.0,N95,27.0,0.14814814814814814,0.13793103448275862,0.15384615384615385,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.5,fixed_cap_50,50.0,0.02,50,8,8,False,8.0,8.0,N95,27.0,0.2962962962962963,0.27586206896551724,0.3076923076923077,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.75,fixed_cap_50,50.0,0.006666666666666667,50,14,14,False,14.0,14.0,N95,27.0,0.5185185185185185,0.4827586206896552,0.5384615384615384,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.9,fixed_cap_50,50.0,0.002222222222222222,50,24,24,False,24.0,25.0,N95,27.0,0.8888888888888888,0.8571428571428571,0.9230769230769231,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.01,observed_max,21.0,4.714285714285714,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.014924623115577889,observed_max,21.0,3.1430174763508103,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.01984924623115578,observed_max,21.0,2.3514165159734777,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.024773869346733667,observed_max,21.0,1.874529121993625,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.029698492462311557,observed_max,21.0,1.5557972766094594,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.03462311557788945,observed_max,21.0,1.3277351579238372,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.03954773869346734,observed_max,21.0,1.1564712288981667,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.04447236180904523,observed_max,21.0,1.0231369383911755,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.04939698492462312,observed_max,21.0,0.9163881218815095,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.05432160804020101,observed_max,21.0,0.82899431743095,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.0592462311557789,observed_max,21.0,0.7561290843733591,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.06417085427135678,observed_max,21.0,0.694447551926017,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.06909547738693467,observed_max,21.0,0.6415584415584416,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.07402010050251256,observed_max,21.0,0.595706850289335,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.07894472361809045,observed_max,21.0,0.5555757630869025,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.08386934673366835,observed_max,21.0,0.5201574937944021,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.08879396984924623,observed_max,21.0,0.48866790632495216,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.09371859296482411,observed_max,21.0,0.46048768032682247,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.09864321608040201,observed_max,21.0,0.43512117022050795,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.1035678391959799,observed_max,21.0,0.4121670016866524,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.10849246231155779,observed_max,21.0,0.3912966761507753,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.11341708542713567,observed_max,21.0,0.37223874928792966,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.11834170854271357,observed_max,21.0,0.3547669598625013,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.12326633165829146,observed_max,21.0,0.3386912041620562,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.12819095477386935,observed_max,21.0,0.32385059080472645,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.13311557788944725,observed_max,21.0,0.3101080371748548,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.13804020100502515,observed_max,21.0,0.2973460225007367,21,1,1,False,,,N95,47.0,0.02127659574468085,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.14296482412060302,observed_max,21.0,0.2854632186793874,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.14788944723618092,observed_max,21.0,0.2743717942494701,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.1528140703517588,observed_max,21.0,0.26399523966113897,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.1577386934673367,observed_max,21.0,0.25426659991808126,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.16266331658291458,observed_max,21.0,0.24512702825955837,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.16758793969849248,observed_max,21.0,0.2365245948454344,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.17251256281407037,observed_max,21.0,0.22841329948816108,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.17743718592964824,observed_max,21.0,0.22075224878963198,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.18236180904522614,observed_max,21.0,0.21350496660499416,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
Snapshot_Serengeti,gold_accuracy,boundary_field_extrapolation,0.18728643216080404,observed_max,21.0,0.20663881329295866,21,2,2,False,,,N95,47.0,0.0425531914893617,,,True,False,False
