dataset,mode,role,lambda,n_budget_type,n_budget,eta,n_max,n_star,n_star_unconstrained,capacity_binds,n_star_ci_low,n_star_ci_high,reference_type,reference_n,ratio,ratio_ci_low,ratio_ci_high,early_stop_flag,budget_sensitive,budget_extrapolates_beyond_observed
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7388442211055277,observed_max,50.0,0.007069305583894439,50,14,14,False,,,N95,29.0,0.4827586206896552,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7437688442211056,observed_max,50.0,0.0068900749949327746,50,14,14,False,,,N95,29.0,0.4827586206896552,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7486934673366834,observed_max,50.0,0.006713202228337473,50,14,14,False,14.0,15.0,N95,29.0,0.4827586206896552,0.4409578696343402,0.5384615384615384,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.75,observed_max,50.0,0.006666666666666667,50,14,14,False,14.0,15.0,N95,29.0,0.4827586206896552,0.4409578696343402,0.5384615384615384,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7536180904522614,observed_max,50.0,0.0065386410615456405,50,14,14,False,,,N95,29.0,0.4827586206896552,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7585427135678392,observed_max,50.0,0.006366346472341834,50,15,15,False,,,N95,29.0,0.5172413793103449,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7634673366834172,observed_max,50.0,0.006196274600144802,50,15,15,False,,,N95,29.0,0.5172413793103449,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.768391959798995,observed_max,50.0,0.0060283827087829435,50,15,15,False,,,N95,29.0,0.5172413793103449,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.773316582914573,observed_max,50.0,0.005862629150692049,50,15,15,False,,,N95,29.0,0.5172413793103449,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7782412060301508,observed_max,50.0,0.0056989733324723955,50,16,16,False,,,N95,29.0,0.5517241379310345,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7831658291457286,observed_max,50.0,0.0055373756817452685,50,16,16,False,,,N95,29.0,0.5517241379310345,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7880904522613066,observed_max,50.0,0.005377797615252182,50,16,16,False,,,N95,29.0,0.5517241379310345,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7930150753768844,observed_max,50.0,0.005220201508142703,50,16,16,False,,,N95,29.0,0.5517241379310345,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.7979396984924624,observed_max,50.0,0.005064550664399519,50,17,17,False,,,N95,29.0,0.5862068965517241,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8028643216080402,observed_max,50.0,0.004910809288352005,50,17,17,False,,,N95,29.0,0.5862068965517241,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8077889447236182,observed_max,50.0,0.004758942457231724,50,17,17,False,,,N95,29.0,0.5862068965517241,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.812713567839196,observed_max,50.0,0.004608916094725777,50,17,17,False,,,N95,29.0,0.5862068965517241,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8176381909547739,observed_max,50.0,0.004460696945485834,50,18,18,False,,,N95,29.0,0.6206896551724138,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8225628140703518,observed_max,50.0,0.0043142525505528734,50,18,18,False,,,N95,29.0,0.6206896551724138,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8274874371859297,observed_max,50.0,0.0041695512236594404,50,18,18,False,,,N95,29.0,0.6206896551724138,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8324120603015076,observed_max,50.0,0.004026562028373074,50,19,19,False,,,N95,29.0,0.6551724137931034,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8373366834170854,observed_max,50.0,0.003885254756046329,50,19,19,False,,,N95,29.0,0.6551724137931034,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8422613065326634,observed_max,50.0,0.0037455999045402995,50,19,19,False,,,N95,29.0,0.6551724137931034,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8471859296482412,observed_max,50.0,0.003607568657690253,50,20,20,False,,,N95,29.0,0.6896551724137931,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8521105527638191,observed_max,50.0,0.0034711328654832814,50,20,20,False,,,N95,29.0,0.6896551724137931,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.857035175879397,observed_max,50.0,0.003336265024919377,50,20,20,False,,,N95,29.0,0.6896551724137931,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8619597989949749,observed_max,50.0,0.0032029382615285954,50,21,21,False,,,N95,29.0,0.7241379310344828,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8668844221105528,observed_max,50.0,0.0030711263115181706,50,21,21,False,,,N95,29.0,0.7241379310344828,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8718090452261307,observed_max,50.0,0.0029408035045247563,50,22,22,False,,,N95,29.0,0.7586206896551724,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8767336683417086,observed_max,50.0,0.002811944746947897,50,22,22,False,,,N95,29.0,0.7586206896551724,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8816582914572865,observed_max,50.0,0.002684525505842119,50,23,23,False,,,N95,29.0,0.7931034482758621,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8865829145728643,observed_max,50.0,0.0025585217933458033,50,23,23,False,,,N95,29.0,0.7931034482758621,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8915075376884423,observed_max,50.0,0.0024339101516261752,50,24,24,False,,,N95,29.0,0.8275862068965517,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.8964321608040201,observed_max,50.0,0.0023106676383205333,50,25,25,False,,,N95,29.0,0.8620689655172413,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9,observed_max,50.0,0.002222222222222222,50,25,25,False,24.0,27.0,N95,29.0,0.8620689655172413,0.7714285714285715,0.9230769230769231,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9013567839195981,observed_max,50.0,0.002188771812454701,50,25,25,False,24.0,27.0,N95,29.0,0.8620689655172413,0.7714285714285715,0.9230769230769231,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9062814070351759,observed_max,50.0,0.002068200720820626,50,26,26,False,,,N95,29.0,0.896551724137931,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9112060301507539,observed_max,50.0,0.0019489328847956742,50,27,27,False,,,N95,29.0,0.9310344827586207,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9161306532663317,observed_max,50.0,0.001830947287587076,50,28,28,False,,,N95,29.0,0.9655172413793104,,,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9210552763819095,observed_max,50.0,0.001714223361885537,50,29,29,False,,,N95,29.0,1.0,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9259798994974875,observed_max,50.0,0.001598740977912844,50,30,30,False,,,N95,29.0,1.0344827586206897,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9309045226130653,observed_max,50.0,0.0014844804318488527,50,31,31,False,,,N95,29.0,1.0689655172413792,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9358291457286433,observed_max,50.0,0.0013714224346238508,50,32,32,False,,,N95,29.0,1.103448275862069,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9407537688442211,observed_max,50.0,0.0012595481010629769,50,34,34,False,,,N95,29.0,1.1724137931034482,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9456783919597991,observed_max,50.0,0.001148838939369784,50,35,35,False,,,N95,29.0,1.206896551724138,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9506030150753769,observed_max,50.0,0.0010392768409367228,50,37,37,False,,,N95,29.0,1.2758620689655173,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9555276381909548,observed_max,50.0,0.0009308440704706813,50,39,39,False,,,N95,29.0,1.3448275862068966,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9604522613065327,observed_max,50.0,0.0008235232564223292,50,42,42,False,,,N95,29.0,1.4482758620689655,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9653768844221106,observed_max,50.0,0.0007172973817083961,50,45,45,False,,,N95,29.0,1.5517241379310345,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9703015075376885,observed_max,50.0,0.000612149774716452,50,48,48,False,,,N95,29.0,1.6551724137931034,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9752261306532664,observed_max,50.0,0.0005080641005822637,50,50,53,True,,,N95,29.0,1.7241379310344827,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9801507537688443,observed_max,50.0,0.00040502435273006746,50,50,60,True,,,N95,29.0,1.7241379310344827,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9850753768844221,observed_max,50.0,0.0003030148446666319,50,50,69,True,,,N95,29.0,1.7241379310344827,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.99,observed_max,50.0,0.0002020202020202022,50,50,84,True,,,N95,29.0,1.7241379310344827,,,False,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.25,N95,29.0,0.10344827586206896,29,3,3,False,3.0,4.0,N95,29.0,0.10344827586206896,0.0967741935483871,0.125,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.5,N95,29.0,0.034482758620689655,29,6,6,False,5.0,7.0,N95,29.0,0.20689655172413793,0.19230769230769232,0.23076923076923078,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.75,N95,29.0,0.011494252873563218,29,11,11,False,9.975000000000001,13.0,N95,29.0,0.3793103448275862,0.3547912713472486,0.3870967741935484,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9,N95,29.0,0.0038314176245210717,29,19,19,False,17.0,23.0,N95,29.0,0.6551724137931034,0.6399090909090909,0.6666666666666666,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.25,fixed_cap_50,50.0,0.06,50,4,4,False,4.0,5.0,N95,29.0,0.13793103448275862,0.13793103448275862,0.1724137931034483,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.5,fixed_cap_50,50.0,0.02,50,8,8,False,8.0,9.0,N95,29.0,0.27586206896551724,0.24242424242424243,0.3080000000000001,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.75,fixed_cap_50,50.0,0.006666666666666667,50,14,14,False,14.0,15.0,N95,29.0,0.4827586206896552,0.4409578696343402,0.5384615384615384,True,False,False
CIFAR-10H,gold_accuracy,primary_saturating_validation,0.9,fixed_cap_50,50.0,0.002222222222222222,50,25,25,False,24.0,27.0,N95,29.0,0.8620689655172413,0.7714285714285715,0.9230769230769231,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.01,observed_max,50.0,1.98,50,1,1,False,,,N95,27.0,0.037037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.014924623115577889,observed_max,50.0,1.3200673400673402,50,1,1,False,,,N95,27.0,0.037037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.01984924623115578,observed_max,50.0,0.9875949367088607,50,1,1,False,,,N95,27.0,0.037037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.024773869346733667,observed_max,50.0,0.7873022312373226,50,1,1,False,,,N95,27.0,0.037037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.029698492462311557,observed_max,50.0,0.6534348561759729,50,1,1,False,,,N95,27.0,0.037037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.03462311557788945,observed_max,50.0,0.5576487663280115,50,1,1,False,,,N95,27.0,0.037037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.03954773869346734,observed_max,50.0,0.48571791613723003,50,1,1,False,,,N95,27.0,0.037037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.04447236180904523,observed_max,50.0,0.42971751412429376,50,1,1,False,,,N95,27.0,0.037037037037037035,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.04939698492462312,observed_max,50.0,0.384883011190234,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.05432160804020101,observed_max,50.0,0.34817761332099906,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.0592462311557789,observed_max,50.0,0.31757421543681086,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.06417085427135678,observed_max,50.0,0.2916679718089272,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.06909547738693467,observed_max,50.0,0.26945454545454545,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.07402010050251256,observed_max,50.0,0.2501968771215207,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.07894472361809045,observed_max,50.0,0.23334182049649907,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.08386934673366835,observed_max,50.0,0.2184661473936489,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.08879396984924623,observed_max,50.0,0.2052405206564799,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.09371859296482411,observed_max,50.0,0.19340482573726545,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.09864321608040201,observed_max,50.0,0.18275089149261334,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.1035678391959799,observed_max,50.0,0.173110140708394,50,2,2,False,,,N95,27.0,0.07407407407407407,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.10849246231155779,observed_max,50.0,0.16434460398332562,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.11341708542713567,observed_max,50.0,0.15634027470093045,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.11834170854271357,observed_max,50.0,0.14900212314225053,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.12326633165829146,observed_max,50.0,0.1422503057480636,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.12819095477386935,observed_max,50.0,0.1360172481379851,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.13311557788944725,observed_max,50.0,0.13024537561343902,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.13804020100502515,observed_max,50.0,0.12488532945030942,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.14296482412060302,observed_max,50.0,0.11989455184534271,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.14788944723618092,observed_max,50.0,0.11523615358477743,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.1528140703517588,observed_max,50.0,0.11087800065767837,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.1577386934673367,observed_max,50.0,0.10679197196559412,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.16266331658291458,observed_max,50.0,0.10295335186901451,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.16758793969849248,observed_max,50.0,0.09934032983508245,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.17251256281407037,observed_max,50.0,0.09593358578502766,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.17743718592964824,observed_max,50.0,0.09271594449164543,50,3,3,False,,,N95,27.0,0.1111111111111111,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.18236180904522614,observed_max,50.0,0.08967208597409755,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.18728643216080404,observed_max,50.0,0.08678830158304265,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.19221105527638194,observed_max,50.0,0.08405228758169933,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.1971356783919598,observed_max,50.0,0.08145296966607188,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2020603015075377,observed_max,50.0,0.07898035314598358,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2069849246231156,observed_max,50.0,0.07662539451323136,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.21190954773869347,observed_max,50.0,0.07437989091771402,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.21683417085427137,observed_max,50.0,0.07223638470451911,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.22175879396984927,observed_max,50.0,0.07018808067074551,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.22668341708542716,observed_max,50.0,0.06822877410773663,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.23160804020100503,observed_max,50.0,0.06635278802343242,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.23653266331658293,observed_max,50.0,0.06455491820692584,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.24145728643216083,observed_max,50.0,0.06283038501560874,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2463819095477387,observed_max,50.0,0.06117479094431981,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.25,observed_max,50.0,0.06,50,4,4,False,4.0,4.0,N95,27.0,0.14814814814814814,0.13793103448275862,0.15384615384615385,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2513065326633166,observed_max,50.0,0.05958408318336332,50,4,4,False,4.0,4.0,N95,27.0,0.14814814814814814,0.13793103448275862,0.15384615384615385,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2562311557788945,observed_max,50.0,0.058054520494214536,50,4,4,False,,,N95,27.0,0.14814814814814814,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2611557788944724,observed_max,50.0,0.05658264383298056,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2660804020100503,observed_max,50.0,0.05516525023607176,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2710050251256282,observed_max,50.0,0.05379936955312441,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.275929648241206,observed_max,50.0,0.05248224367146239,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2808542713567839,observed_max,50.0,0.05121130792628377,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2857788944723618,observed_max,50.0,0.04998417443291718,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2907035175879397,observed_max,50.0,0.04879861711322384,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.2956281407035176,observed_max,50.0,0.047652558218595945,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3005527638190955,observed_max,50.0,0.04654405617789667,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3054773869346734,observed_max,50.0,0.04547129462082578,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.31040201005025125,observed_max,50.0,0.044432572446171284,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.31532663316582915,observed_max,50.0,0.04342629482071713,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.32025125628140705,observed_max,50.0,0.04245096500863015,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.32517587939698495,observed_max,50.0,0.04150517694328542,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.33010050251256284,observed_max,50.0,0.04058760846399756,50,5,5,False,,,N95,27.0,0.18518518518518517,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.33502512562814074,observed_max,50.0,0.03969701514924253,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.33994974874371864,observed_max,50.0,0.03883222468588322,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3448743718592965,observed_max,50.0,0.037992131720821797,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3497989949748744,observed_max,50.0,0.03717569314753628,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3547236180904523,observed_max,50.0,0.036381923785238704,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3596482412060302,observed_max,50.0,0.03560989241302221,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.36457286432160807,observed_max,50.0,0.03485871812543073,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.36949748743718597,observed_max,50.0,0.03412756697946417,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.37442211055276386,observed_max,50.0,0.03341564890618708,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3793467336683417,observed_max,50.0,0.03272221486289575,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3842713567839196,observed_max,50.0,0.03204655420426311,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3891959798994975,observed_max,50.0,0.031387992253066495,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3941206030150754,observed_max,50.0,0.030745888053040925,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.3990452261306533,observed_max,50.0,0.030119632288124917,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4039698492462312,observed_max,50.0,0.029508645353899736,50,6,6,False,,,N95,27.0,0.2222222222222222,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4088944723618091,observed_max,50.0,0.028912375568391296,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.41381909547738693,observed_max,50.0,0.02833029751062538,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.41874371859296483,observed_max,50.0,0.02776191047641906,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.42366834170854273,observed_max,50.0,0.027206737041869287,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4285929648241206,observed_max,50.0,0.026664321725876416,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4335175879396985,observed_max,50.0,0.026134229743827515,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4384422110552764,observed_max,50.0,0.025616045845272203,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.4433668341708543,observed_max,50.0,0.025109373229060407,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.44829145728643216,observed_max,50.0,0.024613832529985426,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.45321608040201006,observed_max,50.0,0.024129060871493514,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.45814070351758795,observed_max,50.0,0.023654710979488867,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
ChaosNLI,reference_distribution,primary_saturating_validation,0.46306532663316585,observed_max,50.0,0.023190450352685833,50,7,7,False,,,N95,27.0,0.25925925925925924,,,True,False,False
